           1            0     0.063924    -0.063924     0.061446
           1            1     0.059531    -0.065797   -0.0047958
           1            0    -0.042913   -0.0026821      0.17715
           2            0   -0.0064244   -0.0038547      0.15419
           3            0  -0.00030388    -0.021879      0.12984
